postal_code,attendance,lat,lon
T2V3Y6,21,50.965644,-114.127104
T2X2N2,21,50.906502,-114.035839
T3B0J6,21,51.08175973,-114.161107
T3C2B1,21,51.052443,-114.152816
T2P3R5,21,51.04597,-114.078574
T2L1K6,21,51.090198,-114.126697
T3E4K4,21,51.03682,-114.161264
T3M0C2,21,50.883638,-113.988136
T2M2M2,21,51.0787425,-114.066245
T2E7Y1,21,51.128841,-114.023391
T2K2R9,21,51.096921,-114.071671
T3H5J6,21,51.069356,-114.19228
T2E0P9,21,51.059865,-114.054423
T2Z1B5,21,50.90116,-113.98779
T3C3G4,21,51.0507455,-114.1460305
T2Y3B7,21,50.927371,-114.100937
T3E1C4,21,51.021461,-114.135647
T2K3L4,21,51.105689,-114.075516
T2Y3L5,21,50.898837,-114.074315
T2E6A8,21,51.060514,-114.012025
T2V5C3,21,50.97118238,-114.1052647
T2X1N7,21,50.912962,-114.060005
T2Y2R1,21,50.906362,-114.072751
T2Z1A1,21,50.90228,-113.98726
T2Y3C8,21,50.900911,-114.080657
T3G3M1,21,51.134188,-114.164477
T2N2M7,21,51.065239,-114.112271
T3B4W9,21,51.105958,-114.209518
T3M1E2,21,50.895376,-113.982694
T3L1J2,21,51.118189,-114.214986
T1Y1T6,21,51.085074,-113.961109
T3L3A1,21,51.119661,-114.251619
T2C3S7,21,50.979379,-114.021196
T2X3N8,21,50.889469,-114.039184
T3J3K5,21,51.107128,-113.932808
T3A1E1,20,51.109129,-114.147364
T2N2N8,20,51.065235,-114.115052
T2E0K7,20,51.057241,-114.059726
T2X3K5,20,50.888653,-114.028671
T2N1P3,20,51.057812,-114.071462
T2Z4S6,20,50.924588,-113.969433
T2J6E9,20,50.93383,-114.015009
T3G5C2,20,51.143442,-114.249338
T3E5P9,20,50.998923,-114.115281
T2N0L7,20,51.055118,-114.12306
T2Z0A3,20,50.914481,-113.95011
T2L1E1,20,51.098725,-114.124788
T3P1G8,20,51.168358,-114.111068
T2Z1C5,20,50.903163,-113.989884
T3B5C8,20,51.060629,-114.145794
T2X3K9,20,50.88722,-114.037673
T2Y0C5,20,50.917629,-114.1141
T2A5T3,20,51.06002,-113.95753
T2T4C7,20,51.0191415,-114.0990285
T2E4N8,20,51.052814,-114.035146
T2X2R2,20,50.895962,-114.035216
T3G3N3,20,51.133043,-114.186098
T3H2B1,20,51.046542,-114.184187
T2W0X4,20,50.955489,-114.092511
T2Z2X3,20,50.916091,-113.968421
T3G1V4,20,51.1228445,-114.181369
T3E4Y8,20,51.014435,-114.149961
T3M0C8,20,50.88756,-113.964965
T3A6H3,20,51.157681,-114.104431
T2B2S2,20,51.01874,-113.999368
T3B2M4,20,51.090774,-114.195563
T3A2M2,20,51.116962,-114.148944
T2E4R7,20,51.05361,-114.032417
T2X3E8,20,50.899119,-114.044131
T3E1M7,20,51.003182,-114.106631
T3G5K4,20,51.143284,-114.214289
T2E4W6,20,51.063855,-114.0147865
T3L1N2,20,51.11945,-114.20829
T2J2R7,20,50.941512,-114.041577
T3A1H6,20,51.11093,-114.146816
T2V3N7,20,50.972435,-114.111802
T3B3L5,20,51.09833,-114.181177
T2Y5J4,20,50.900774,-114.119282
T3J1E1,20,51.098758,-113.952985
T2B3P7,20,51.022168,-113.960281
T2W5S4,20,50.936711,-114.134646
T1Y5W8,20,51.091342,-113.974209
T3E6B2,20,50.9947125,-114.1224045
T1Y2A6,20,51.086855,-113.962527
T1Y7L4,20,51.09127,-113.959782
T3A0G7,20,51.087685,-114.160051
T2P0W3,20,51.046736,-114.086298
T3G5E6,20,51.143685,-114.192615
T2X2C3,20,50.902456,-114.049092
T2Y1Z2,20,50.906284,-114.074016
T2J5J4,20,50.93161534,-114.027068
T2V4N7,20,50.96265952,-114.1165795
T2P5G8,20,51.052257,-114.075996
T3H4Z6,20,51.071279,-114.215212
T2J1X6,20,50.957772,-114.036094
T2Z3J9,20,50.929783,-113.986031
T3C2N4,20,51.038591,-114.115281
T3G3R9,20,51.125423,-114.183183
T3L2P3,20,51.140093,-114.29278
T3K2J3,20,51.132076,-114.112651
T2T4R8,20,51.035361,-114.102904
T2J3Y6,20,50.927922,-114.034736
T2Y4R4,20,50.91103,-114.10868
T2M2P5,20,51.080528,-114.067638
T2S0W7,20,51.019193,-114.074115
T2W2E7,20,50.95155846,-114.1054152
T2E3S9,20,51.058662,-114.052736
T2P2V7,20,51.04855666,-114.0656127
T3C3S6,20,51.03856342,-114.0924956
T2K5Z1,20,51.114775,-114.051542
T3G2C4,20,51.117995,-114.185992
T2X3P8,20,50.881944,-114.031526
T2N4V5,20,51.0744135,-114.138653
T2Z2N8,20,50.905628,-113.993419
T3B5P6,20,51.092582,-114.241752
T2Y3Y5,20,50.916467,-114.096805
T3A2E5,20,51.100406,-114.151976
T2X2L7,20,50.904512,-114.036241
T2K0W3,20,51.087229,-114.063857
T2Z1J7,20,50.945256,-113.987242
T2J5W2,20,50.926062,-114.013781
T2C0G4,20,50.988671,-114.005774
T3H1Y1,20,51.06346,-114.169803
T3A5N5,20,51.136346,-114.134307
T3A4Y1,20,51.141045,-114.155786
T3G5M9,20,51.148417,-114.253881
T2J5H6,20,50.931242,-114.061857
T2N1R4,20,51.057136,-114.075706
T2Z2C7,20,50.947666,-114.008606
T2C3Y9,19,50.978487,-114.029794
T3H3R7,19,51.06174453,-114.185921
T3G3H5,19,51.130732,-114.162525
T3R1L6,19,51.156199,-114.128796
T2X3C5,19,50.896066,-114.029753
T2X1T8,19,50.908024,-114.058507
T1Y2A2,19,51.08625234,-113.9675173
T3R1K7,19,51.155132,-114.280798
T3G4T4,19,51.147512,-114.183047
T3A5M8,19,51.136762,-114.132157
T3A4B4,19,51.128466,-114.154368
T2V1S5,19,50.965134,-114.11812
T2C1Z1,19,50.982301,-114.0087465
T3B3J2,19,51.110414,-114.183771
T3E0M2,19,51.032171,-114.149397
T2B3C9,19,51.017325,-113.980728
T2M1K3,19,51.0714395,-114.077705
T2Y1G3,19,50.90794558,-114.07302
T2Z3X7,19,50.920767,-113.972053
T2E0M7,19,51.0590475,-114.058689
T2W6J3,19,50.952258,-114.128648
T3K6J5,19,51.172015,-114.059752
T2P0C3,19,51.04855,-114.073774
T2J6B8,19,50.91761592,-114.0121451
T2K5S3,19,51.115096,-114.054097
T2W2W3,19,50.95612,-114.109493
T2X3J1,18,50.896587,-114.042277
T2H0Z4,18,50.974163,-114.059587
T2E4W4,18,51.059713,-114.014718
T2Z1M3,18,50.901816,-113.98192
T3B3P8,18,51.110413,-114.183756
T3G1H3,18,51.123133,-114.19284
T3K1Z3,18,51.134016,-114.083384
T3H1K4,18,51.047034,-114.168445
T3H3J7,18,51.057641,-114.172514
T3G5N4,18,51.140511,-114.16931
T3B3V1,18,51.1063875,-114.1940425
T2A2B6,18,51.051113,-113.959949
T3P1M2,18,51.2101814,-114.1409134
T3L1B6,18,51.119128,-114.20978
T3L2A2,18,51.120791,-114.245429
T3E4H4,18,51.03542368,-114.1552307
T2E5S1,18,51.093681,-114.055108
T2L1V4,18,51.098623,-114.135902
T2V3E6,18,50.9780115,-114.09092
T2G5K6,18,51.041792,-114.022476
T2J4K9,18,50.924941,-114.03171
T3E3H4,18,51.01959477,-114.1523744
T2E7T5,18,51.05945809,-114.0325852
T2N1A2,18,51.059139,-114.114357
T3E7A8,18,51.003854,-114.122996
T2K5S1,18,51.10747966,-114.0827964
T2J4M8,18,50.922411,-114.03146
T2K4E2,18,51.119926,-114.068995
T3E2N7,18,51.031482,-114.132659
T2X2C9,18,50.926318,-114.063464
T2Z2M9,18,50.952264,-114.006074
T3E6M5,18,50.994579,-114.129399
T3H3V1,18,51.017791,-114.198046
T2K1M3,18,51.07817,-114.087389
T3H0C3,18,51.049364,-114.197688
T2Y2R4,18,50.917473,-114.077831
T2K5E6,18,51.114146,-114.0571745
T2Y4B5,18,50.900494,-114.091527
T2W4K4,18,50.942277,-114.120428
T3G5E4,18,51.145891,-114.193613
T2C4G7,18,50.969049,-114.015666
T3A5W6,18,51.154258,-114.105559
T3G5Y1,18,51.149262,-114.22181
T2T2K7,18,51.019118,-114.078208
T2X1Z1,18,50.92129,-114.068453
T2J3X6,18,50.928558,-114.035792
T3E1W2,18,51.031504,-114.119473
T3H3N2,18,51.013627,-114.183306
T3J3X8,18,51.122777,-113.967248
T2N1C3,18,51.059829,-114.096988
T2E1H9,18,51.065986,-114.050631
T2S2G7,18,51.016496,-114.07633
T3K5Z5,18,51.169838,-114.054576
T3A5X3,18,51.149849,-114.105343
T3E4Y4,18,51.013864,-114.149079
T3H0H1,18,51.059364,-114.221419
T2E1P4,18,51.069716,-114.055905
T2X2B7,18,50.905079,-114.035099
T3H5R3,18,51.070564,-114.222189
T2W5S6,18,50.93732,-114.13361
T2Z4N3,18,50.904423,-113.965801
T3C3S3,18,51.04037737,-114.0925748
T3B6A1,18,51.099427,-114.262099
T3M1J8,18,50.892947,-113.976784
T2Y2L6,18,50.915391,-114.090525
T2G3N4,18,51.032889,-114.023787
T2M1N5,18,51.07239941,-114.0715995
T2H1V1,18,50.974033,-114.058008
T2J5H1,18,50.932419,-114.059517
T3A0T5,18,51.094155,-114.163131
T3K4S3,18,51.151051,-114.064738
T3E2E3,18,51.027179,-114.125269
T2G1S2,18,51.030913,-114.021034
T3M0G1,18,50.887786,-113.962117
T2Z1A7,18,50.902283,-113.98726
T3H0H3,18,51.017545,-114.298953
T2V3W5,18,50.967693,-114.120102
T3K5Y3,18,51.15858,-114.083256
T3A1M4,18,51.109171,-114.147605
T3K4K7,18,51.148744,-114.05644
T2K0E7,18,51.088746,-114.078492
T3G5H8,18,51.144676,-114.215802
T2J2T2,18,50.937424,-114.041007
T3B0H1,18,51.089059,-114.196716
T3B2T3,18,51.091208,-114.207292
T2G3N1,18,51.0351166,-114.0239642
T2W1K9,18,50.947,-114.074809
T3C2P1,18,51.045837,-114.149493
T3H2Z1,18,51.026425,-114.174442
T3A0W1,18,51.0992,-114.158332
T2W6B4,18,50.9434565,-114.1369785
T3L2R9,18,51.11825,-114.237393
T3M0H9,18,50.878674,-113.948718
T3H2N7,18,51.029535,-114.175404
T2X0B3,18,50.880103,-114.030601
T3B5L7,17,51.09437,-114.253364
T3H4X3,17,51.072263,-114.20456
T2Z1C1,17,50.902288,-113.98726
T3B0Y5,17,51.07637858,-114.1577675
T3G2V6,17,51.130466,-114.180807
T2T2A9,17,51.023199,-114.095627
T3K5Z1,17,51.15978035,-114.0749243
T2K0Y1,17,51.081614,-114.066665
T3H1J7,17,51.05096,-114.169726
T2P5N3,17,51.048226,-114.085699
T3K3Y1,17,51.151991,-114.055584
T3G4S8,17,51.144298,-114.244996
T2T4N9,17,51.02119701,-114.1035517
T3A5L5,17,51.149873,-114.113189
T3C2X6,17,51.039378,-114.15703
T2W1N7,17,50.94412055,-114.0780437
T2N0A2,17,51.058022,-114.076069
T2L1T1,17,51.09742,-114.131995
T2P2B3,17,51.0479872,-114.0838142
T2X1C7,17,50.917524,-114.0573005
T3A5S7,17,51.144908,-114.125478
T3E4N6,17,51.02435,-114.134812
T2S3C9,17,51.105414,-114.062392
T2X2Z8,17,50.903558,-114.027635
T3C1X7,17,51.041407,-114.146985
T3E3P1,17,51.026833,-114.149649
T2C2G6,17,50.994415,-114.021118
T3B2M8,17,51.090867,-114.197751
T3H2T4,17,51.051161,-114.187498
T3M0W6,17,50.878674,-113.948718
T3E2K5,17,51.030177,-114.129569
T2W4J3,16,50.939824,-114.108991
T3E5Z2,16,51.002541,-114.138221
T2E4P6,16,51.05257825,-114.0341472
T2N3V7,16,51.06161535,-114.1076714
T2X3P4,16,50.889413,-114.048932
T2S2G1,16,51.0355225,-114.075581
T2E0H9,16,51.055411,-114.050425
T2W2J3,16,50.958539,-114.120852
T2L2A2,16,51.088299,-114.140027
T2L1R3,16,51.0941515,-114.1253545
T2C3T2,16,50.973844,-114.011385
T2S0L9,16,51.029489,-114.064519
T2V1T4,16,50.963783,-114.133652
T2X3S9,16,50.88113,-114.034949
T2M2A3,16,51.075171,-114.062579
T2Z4Z3,16,50.914817,-113.946131
T2A3H2,16,51.05968,-113.967925
T2Z2R5,16,50.917169,-113.986441
T3G5M1,16,51.141079,-114.22106
T2G2K1,16,51.024596,-114.052896
T1Y5E3,16,51.0822635,-113.9723325
T1Y3E8,16,51.093409,-113.969251
T2B2R8,16,51.02246,-113.971417
T2K5K7,16,51.105931,-114.078704
T3H4N2,16,51.032261,-114.185271
T2N0K8,16,51.055475,-114.113097
T3E2E2,16,51.028348,-114.125279
T2W1T5,16,50.940692,-114.075257
T2M4H5,16,51.0824015,-114.1222215
T3K2B4,16,51.132658,-114.07637
T1Y2J1,16,51.086541,-113.966355
T3H2X8,16,51.019995,-114.179375
T2Y4S9,16,50.90912496,-114.1128586
T3M0E2,16,50.887786,-113.962117
T3K6L6,16,51.168011,-114.070364
T2W4Y2,16,50.944771,-114.134209
T2C0M3,16,50.999414,-114.016364
T3B2Y5,16,51.0908905,-114.168246
T2H1R6,16,50.977553,-114.049445
T3L1J6,16,51.116965,-114.212928
T2J6M9,16,50.926572,-114.02734
T3E1W9,16,51.037091,-114.120763
T3L3B7,16,51.127552,-114.250964
T2T2P1,16,51.013313,-114.098419
T2W1J4,16,50.94386,-114.075713
T3A0S7,16,51.094811,-114.15741
T3B5S4,16,51.092919,-114.241456
T3K3Y8,16,51.149078,-114.050336
T3A5K3,16,51.151192,-114.107608
T2J1N2,16,50.957108,-114.067372
T2W4X6,16,50.94100717,-114.1147291
T3K5N9,16,51.151223,-114.081582
T2J4M5,16,50.921715,-114.02777
T3A3T8,16,51.124206,-114.135706
T2J3A8,16,50.9524373,-114.0633814
T3B5T4,16,51.090986,-114.255447
T2M4K9,16,51.08238358,-114.1215353
T2J7E9,16,50.935168,-114.06475
T2Z1H6,16,50.903164,-113.989884
T2X2X8,16,50.907241,-114.044822
T2T3L1,16,51.0284295,-114.0895325
T2X1V7,16,50.9049825,-114.044889
T2W3N6,16,50.94137,-114.11005
T3C2Y8,16,51.051213,-114.135969
T3H3L4,16,51.025861,-114.185934
T2M1Y1,16,51.074385,-114.082277
T2N3G3,16,51.054163,-114.091816
T2E9C4,16,51.052516,-114.03872
T3K5E3,16,51.170303,-114.037663
T3H5K6,16,51.055201,-114.213324
T2G1N8,16,51.0329605,-114.0431625
T3B2L2,16,51.090123,-114.1931225
T3A4W5,16,51.132103,-114.134443
T3M1G3,16,50.887743,-113.984499
T2K0Y6,16,51.087229,-114.066679
T3J5N3,16,51.138377,-113.944954
T2A2E3,16,51.046091,-113.962141
T3L2T1,16,51.116134,-114.240126
T3C3S9,16,51.043383,-114.100675
T2Z4R7,16,50.912562,-113.939689
T2S3C6,16,51.02985277,-114.0694081
T2R0M3,16,51.039728,-114.0699345
T2W2B1,16,50.960379,-114.105751
T2J1K1,16,50.96389,-114.056872
T2X3R2,16,50.885001,-114.02825
T2Y3V4,16,50.8946,-114.076471
T2B2G4,16,51.019565,-113.991592
T3G5Y3,16,51.146705,-114.25274
T2N3L4,16,51.051158,-114.110415
T3K1H4,16,51.131448,-114.077527
T2E7C1,16,51.060023,-114.002461
T2N1E3,16,51.060881,-114.075952
T3K6B7,16,51.160969,-114.082323
T3J4R8,16,51.126526,-113.956839
T2W4Z5,16,50.9433,-114.128728
T2C3M9,16,50.980745,-114.018148
T2C0P9,16,50.986714,-114.011539
T2C1H5,16,50.982007,-114.005241
T3G0A6,16,51.138082,-114.231969
T2E4Y4,16,51.06921673,-114.0137525
T2G1C1,16,51.04027,-114.055845
T3L1X5,16,51.124247,-114.22766
T3G3J4,16,51.126415,-114.182816
T2J5L7,16,50.9175255,-114.0043815
T3M0G7,16,50.878674,-113.948718
T3K5A2,15,51.160262,-114.051639
T2X3T4,15,50.91730794,-114.0676351
T3H1P2,15,51.04288995,-114.1691262
T2Z2K1,15,50.907871,-113.994252
T3E0Z8,15,51.022517,-114.131203
T2R0Y5,15,51.043002,-114.07607
T2N3H9,15,51.050232,-114.1090195
T3H5Z5,15,51.03224316,-114.2124995
T2B2W3,15,51.01951505,-113.9730252
T2K4Z4,15,51.118362,-114.05515
T2C1L6,15,50.990171,-114.018369
T3E3J1,15,51.026186,-114.143981
T3G4B5,15,51.130865,-114.210113
T2E1Z1,15,51.076056,-114.059787
T2S2C9,15,51.019973,-114.076408
T3E4L7,15,51.02463,-114.155858
T3A2C1,15,51.101032,-114.161774
T3K4T2,15,51.167316,-114.0443
T2K0E4,15,51.088736,-114.066291
T2W5W4,15,50.9441673,-114.1126084
T2X3L3,15,50.88655,-114.040188
T3E6H1,15,50.99189,-114.12484
T2C4G9,15,50.968988,-114.00836
T3H1S8,15,51.063453,-114.169803
T2G2G1,15,51.021415,-114.066769
T2G0R5,15,51.04582,-114.059806
T2W4H2,15,50.937532,-114.104865
T2V1S2,15,50.971483,-114.112399
T2T1G9,15,51.029517,-114.1008555
T2N4C2,15,51.07105,-114.127245
T2T5T4,15,51.01215,-114.112248
T2C4J1,15,50.966557,-114.012268
T2T4K5,15,51.033036,-114.100003
T2C4C3,15,50.970471,-114.007711
T3G1A9,15,51.115856,-114.184864
T1Y1J2,15,51.079385,-113.962528
T3K6A9,15,51.171137,-114.064102
T3K1M6,15,51.126631,-114.06735
T3K4N9,15,51.128848,-114.067769
T2Z1J5,15,50.945254,-113.987242
T2Z1T8,15,50.903604,-113.986363
T2T2T6,15,51.010615,-114.106495
T2E6H1,15,51.0701905,-114.019362
T1Y6Y2,15,51.088515,-113.93106
T2T1Y9,15,51.023992,-114.1033045
T3L2W6,15,51.128348,-114.25289
T2T6H2,15,51.036187,-114.080766
T2N4S4,15,51.058587,-114.075726
T3K6H6,15,51.165298,-114.06943
T2K0W5,15,51.081608,-114.065268
T2T4S3,15,51.034413,-114.10343
T2J5E3,15,50.964858,-114.068121
T2N0B1,15,51.053501,-114.09775
T3L3A7,15,51.124199,-114.25192
T2J0E5,15,50.9682805,-114.06869
T3H5G3,15,51.019246,-114.215389
T2Z4Y3,15,50.927863,-113.970886
T3A5W9,15,51.148259,-114.10336
T2L1Y4,15,51.084703,-114.136652
T2Z2E1,15,50.9007145,-113.9864143
T2Z1A8,15,50.902284,-113.98726
T2X2E1,15,50.900753,-114.048921
T3L2K9,15,51.131929,-114.242012
T2B2Z7,15,51.02395335,-113.9638235
T3P1C5,15,51.164137,-114.117685
T2E1P8,15,51.070623,-114.062274
T2C3R5,15,50.976847,-114.020057
T2E1L9,15,51.0678885,-114.0581495
T3L1P9,15,51.117227,-114.220189
T2B2P6,15,51.018741,-113.999378
T3A4P4,15,51.137644,-114.152652
T2V0G5,15,51.003352,-114.071725
T1Y3W8,15,51.081309,-113.935885
T2J7J4,15,50.947501,-114.068306
T2E2Z8,15,51.06441533,-114.0614998
T3E6K7,15,51.01435937,-114.1524906
T3H2K5,14,51.044912,-114.1842
T2W1E4,14,50.956683,-114.105551
T2S0K9,14,51.030446,-114.062747
T3K1R5,14,51.131762,-114.095685
T3A2C6,14,51.08191,-114.159884
T2V4X4,14,50.97431317,-114.134939
T3A2X8,14,51.085254,-114.156756
T2A1H3,14,51.045028,-113.977309
T3L2H6,14,51.1224515,-114.247885
T2X3J9,14,50.887095,-114.026692
T2Z1R1,14,50.9054195,-113.9770635
T2A3E7,14,51.062698,-113.974087
T2Z4V8,14,50.904058,-113.963676
T2E7V8,14,51.11062213,-114.0384013
T2V5B5,14,50.965548,-114.074684
T2N2A8,14,51.052662,-114.096048
T3B3X2,14,51.080696,-114.176409
T3H5T6,14,51.017923,-114.22314
T3B3T8,14,51.104018,-114.199673
T3K4A4,14,51.154611,-114.042521
T3A5P3,14,51.139406,-114.148346
T3G6A9,14,51.149703,-114.214705
T2Z1H5,14,50.903868,-113.981413
T2M2G4,14,51.076445,-114.110877
T2W3S7,14,50.941623,-114.086809
T2W4K9,14,50.943802,-114.127213
T3H3M6,14,51.011828,-114.182252
T2K2M3,14,51.095431,-114.090596
T2L1W8,14,51.1028845,-114.139076
T2E2W8,14,51.053903,-114.057433
T2E4W9,14,51.055153,-114.010027
T2Z2Z6,14,50.901458,-113.993879
T2W5G2,14,50.941509,-114.10217
T2K1V2,14,51.08734208,-114.0944855
T2G1E5,14,51.040448,-114.056344
T3K6J9,14,51.15967,-114.090752
T3E7P7,14,51.010167,-114.128894
T3P1E6,14,51.166955,-114.112234
T3G3T6,14,51.138088,-114.169791
T2H1C6,14,50.983429,-114.0532295
T3J5G2,14,51.135503,-113.94543
T2E2X7,14,51.083251,-114.062512
T3K5T7,14,51.167221,-114.0549
T2V1X5,14,50.995515,-114.083818
T1Y3E3,14,51.092445,-113.968439
T3H5M7,14,51.032737,-114.192486
T2W1H6,14,50.94761665,-114.0814468
T2Y3L4,14,50.90175183,-114.0750448
T3B2S8,14,51.08767154,-114.2005986
T3B3X4,14,51.101339,-114.176731
T2X0C2,14,51.125632,-114.190908
T2J1A5,14,50.971199,-114.0458145
T2C3W4,14,50.97582,-114.010562
T2A5S4,14,51.04591621,-113.9805813
T3G3P3,14,51.133493,-114.173306
T2Z2J8,14,50.917633,-113.978399
T3B5L4,14,51.093662,-114.251477
T2X3M3,14,50.888532,-114.034167
T2T5J3,14,51.018629,-114.112074
T3A3W2,14,51.126206,-114.141851
T2L1C2,14,51.096634,-114.120862
T3H5X3,14,51.013307,-114.214674
T3M1G6,14,50.889516,-113.994854
T3E3M3,14,51.026855,-114.148231
T1Y7K8,14,51.074628,-113.936888
T2K5S5,14,51.08745696,-114.0716048
T3H0C9,14,51.053466,-114.209166
T2N4M1,14,51.065745,-114.129637
T3C1W6,14,51.042437,-114.145673
T2R0J6,14,51.042164,-114.084997
T3A6E7,14,51.158286,-114.10601
T2K6J9,14,51.1027137,-114.0539652
T3H3K3,14,51.025066,-114.180499
T2B3P6,14,51.02151,-113.961049
T2Z3M3,14,50.91954,-113.970437
T3G5S9,14,51.151497,-114.23618
T3G5N9,14,51.146713,-114.215574
T2E4G8,14,51.05468505,-114.0432606
T3H0H4,14,51.090885,-114.220015
T2W3P8,14,50.93962,-114.115918
T2Z4E2,14,50.923427,-113.971946
T3P1H4,14,51.16823826,-114.1216701
T2J4T8,14,50.937668,-114.064764
T3P1G4,14,51.163917,-114.123157
T2P2A6,14,51.047803,-114.081235
T2R0Z7,14,51.038748,-114.076815
T3C0T8,14,51.041362,-114.098278
T2V0P7,13,50.994772,-114.085206
T3H0B4,13,51.036176,-114.214907
T3A1H2,13,51.108175,-114.145577
T3B5B6,13,51.06009124,-114.1424026
T2G4Z9,13,51.047284,-114.05822
T3A6K9,13,51.159797,-114.102453
T3G4J1,13,51.128405,-114.208069
T2P5G3,13,51.047381,-114.086195
T2X3G4,13,50.897114,-114.039102
T2R0G5,13,51.043028,-114.086458
T3B4N8,13,51.114908,-114.206371
T3B1T4,13,51.085136,-114.1957005
T2N0H4,13,51.054515,-114.11555
T3L2B5,13,51.106962,-114.220143
T3B5H5,13,51.113566,-114.201637
T3K6K1,13,51.161919,-114.089038
T3L2T6,13,51.117968,-114.250756
T3E5Z4,13,50.999861,-114.134344
T3G4N9,13,51.134596,-114.197071
T3L3A5,13,51.123665,-114.25345
T2X1E2,13,50.916247,-114.056024
T3K1V2,13,51.1266075,-114.087539
T2R1K1,13,51.038572,-114.081614
T2Z0B3,13,51.023493,-114.038093
T2R0B8,13,51.042379,-114.063409
T3R1J9,13,51.13704,-114.23457
T2Y0A3,13,50.915466,-114.111002
T3G5V8,13,51.15243,-114.250152
T2P0H5,13,51.049438,-114.066374
T3L2J9,13,51.132018,-114.237049
T2V0H4,13,51.002469,-114.076996
T2K5M6,13,51.10283,-114.088024
T2L0R5,13,51.087285,-114.1072225
T3B0T8,13,51.07164,-114.155318
T2R1L3,13,51.04204072,-114.0816196
T3A5B2,13,51.141626,-114.157619
T1Y4C3,13,51.08788,-113.950452
T3G4L9,13,51.14027,-114.200789
T2W2X8,13,50.958786,-114.113461
T3K5M8,13,51.154537,-114.089631
T3A4N4,13,51.11686,-114.139682
T3E2N4,13,51.0339375,-114.1326635
T3P1H3,13,51.166091,-114.122544
T1Y3M2,13,51.083335,-113.949122
T2M0P6,12,51.067855,-114.085031
T2M2J1,12,51.076933,-114.075732
T2J4R5,12,50.9423115,-114.0204265
T2K3J5,12,51.086273,-114.088192
T3K6G6,12,51.171161,-114.061975
T3M1E3,12,50.892134,-113.978686
T2J3R1,12,50.93458846,-114.0298112
T1Y5C7,12,51.08671,-113.972294
T3H3T8,12,51.028839,-114.181663
T2M0E9,12,51.064402,-114.067885
T3E5B7,12,51.0122825,-114.157251
T2A7S2,12,51.043757,-113.928325
T3K2C8,12,51.13322493,-114.1114449
T3H5Z7,12,51.039111,-114.187917
T3E6A8,12,50.996471,-114.12796
T3H4T4,12,51.049466,-114.20366
T3H2X9,12,51.034462,-114.175974
T2Z1Y5,12,50.900192,-113.985553
T3K5C6,12,51.147657,-114.074296
T2T1H6,12,51.029507,-114.109428
T3G4G3,12,51.143508,-114.180022
T2E1T4,12,51.072442,-114.062287
T2K3Z5,12,51.115368,-114.0648645
T2G5K2,12,51.04164037,-114.0253888
T2J0W2,12,50.966954,-114.065124
T2Z3S8,12,50.957263,-114.012768
T3G5K9,12,51.141969,-114.169884
T2T1H1,12,51.029515,-114.104374
T3A5Y5,12,51.143632,-114.1283
T3K6B1,12,51.171366,-114.06379
T3A2H7,12,51.1074045,-114.165075
T2W0S1,12,50.960651,-114.086816
T3E6C8,12,50.991318,-114.118931
T2T1L6,12,51.025721,-114.088376
T3K5N6,12,51.153731,-114.077161
T3K6J2,12,51.163963,-114.10542
T3K6H7,12,51.162468,-114.086137
T3G4R4,12,51.145733,-114.242727
T3H4P3,12,51.056557,-114.209905
T2W1Y6,12,50.9565595,-114.077437
T3J4N7,12,51.124884,-113.960288
T2Z2R1,12,50.936482,-113.991327
T3A5H5,12,51.133341,-114.150639
T2T2Y1,12,51.023118,-114.08077
T3E2Y6,12,51.028377,-114.138273
T3H5C6,12,51.047325,-114.209629
T3E3M2,12,51.028824,-114.148349
T2C1K7,12,50.988602,-114.015226
T2J5K6,12,50.92971,-114.013887
T3A2X1,12,51.123292,-114.161904
T2J3E9,12,50.944086,-114.028062
T3K4W6,12,51.150172,-114.064328
T3J3P3,12,51.116787,-113.968589
T2N0E5,12,51.057208,-114.079692
T2J4B5,12,50.93734527,-114.0537806
T3G3M8,12,51.131911,-114.186481
T3K5T6,12,51.167272,-114.05307
T3K1V6,12,51.126349,-114.090074
T3G3K5,12,51.129609,-114.181339
T2N0P1,12,51.056327,-114.112879
T2J0A3,12,50.972244,-114.059854
T2Y2M9,12,50.920566,-114.08468
T2E4X1,12,51.055891,-114.010739
T2H1N6,12,50.97590842,-114.0686303
T3L0C4,12,51.1250236,-114.250692
T2X1X9,12,50.904532,-114.052469
T3A2K8,12,51.116355,-114.145268
T3L2B8,12,51.126797,-114.241134
T2J5S9,12,50.9222705,-114.010161
T3H5R4,12,51.072844,-114.21345
T2Y5C5,12,50.916898,-114.100365
T2V1K1,12,50.99132,-114.083144
T3M0N9,12,50.879786,-113.9551277
T2Y4A8,12,50.917417,-114.097919
T2M0T3,12,51.068797,-114.067626
T3K0K4,12,51.156336,-114.0645
T2M4H7,12,51.076026,-114.106433
T2T4H6,12,51.018024,-114.10051
T2K1P5,12,51.081228,-114.089703
T2N1N1,12,51.064319,-114.124913
T2N2V6,12,51.056248,-114.132431
T2E1E7,12,51.065192,-114.052323
T2K3Z3,12,51.11737,-114.067257
T2E0L7,12,51.057833,-114.059837
T2A2A2,12,51.05035218,-113.9661224
T2R0N5,12,51.039976,-114.080531
T2G0X3,12,51.038339,-114.029596
T3B0G6,12,51.08875,-114.189628
T3G4H8,12,51.142763,-114.235162
T2A2J5,12,51.04183,-113.948465
